0,1,2,3,4
0,-0.2197108268737793,-0.15292851626873016,-0.020239539444446564,0.1102803573012352,0.1102803573012352
1,-0.21650458872318268,-0.19531795382499695,-0.022445501759648323,0.1152358427643776,0.1152358427643776
2,-0.24078772962093353,-0.24078772962093353,-0.025152411311864853,0.12217465043067932,0.12217465043067932
3,-0.3454093933105469,-0.2309408187866211,-0.02782040648162365,0.1317635178565979,0.1317635178565979
4,-0.44635021686553955,-0.2313399463891983,-0.030568260699510574,0.14624574780464172,0.14624574780464172
5,-0.536885678768158,-0.23179343342781067,-0.03340309485793114,0.16673746705055237,0.16673746705055237
6,-0.613864004611969,-0.23163355886936188,-0.03575029596686363,0.19300872087478638,0.19300872087478638
7,-0.6822106838226318,-0.23087817430496216,-0.037433136254549026,0.2233363389968872,0.2233363389968872
8,-0.7460782527923584,-0.22948144376277924,-0.03832635655999184,0.1988053023815155,0.3138659596443176
9,-0.8055123090744019,-0.22766034305095673,-0.03853776305913925,0.17822878062725067,0.403924822807312
